country_name,region,incomegroup,year,life_expectancy_world_bank,prevelance_of_undernourishment,co2,health_expenditure_per,education_expenditure_per,unemployment,sanitation,injuries,communicable,noncommunicable,year_dt
Greece,Europe_&_Central_Asia,High_income,2011,80.73,2.5,84550.0030517578,9.19,3.54,17.86,84.54,250675.07,115468.96,2965569.3,2011
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2011,72.77,7.3,310.000002384186,5.8,3.74,6.94,38.16,3170.24,4081.11,23831.84,2011
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2011,71.86,16.3,11739.9997711182,5.96,2.97,3.09,38.16,869790.46,1356113.32,2452579.78,2011
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2011,68.32,8.6,1830.00004291534,4.17,2.51,12.06,38.16,49185.93,73723.47,181919.06,2011
Honduras,Latin_America_&_Caribbean,Lower_middle_income,2011,73.57,13.4,8810.0004196167,8.79,6.1,4.47,46.16,385112.29,491783.46,1396227.52,2011
Croatia,Europe_&_Central_Asia,High_income,2011,76.78,2.5,19030.0006866455,7.77,4.1,13.68,78.52,166065.31,48526.9,1299407.29,2011
Haiti,Latin_America_&_Caribbean,Lower_middle_income,2011,60.88,44.0,2700.00004768372,5.91,1.63,14.53,43.99,747871.06,3084207.79,2445175.78,2011
Hungary,Europe_&_Central_Asia,High_income,2011,74.86,2.5,46909.9998474121,7.49,4.56,11.03,76.97,373885.63,122404.11,3340722.27,2011
Indonesia,East_Asia_&_Pacific,Lower_middle_income,2011,69.54,10.7,475309.997558594,2.99,3.19,5.15,47.86,5570396.56,21879142.03,49484282.53,2011
India,South_Asia,Lower_middle_income,2011,67.13,15.4,1756739.99023438,3.25,3.8,5.43,27.43,55636759.3,204096428.2,233318867.6,2011
Ireland,Europe_&_Central_Asia,High_income,2011,80.75,2.5,36680.0003051758,10.68,5.83,15.35,71.9,98202.53,48647.74,961485.39,2011
Iraq,Middle_East_&_North_Africa,Upper_middle_income,2011,68.85,15.9,113040.000915527,2.79,4.6,8.12,38.62,2290396.82,2157170.33,5584646.49,2011
Iceland,Europe_&_Central_Asia,High_income,2011,82.36,2.5,1889.99998569489,8.2,6.79,7.03,64.84,6289.11,3177.02,60951.92,2011
Israel,Middle_East_&_North_Africa,High_income,2011,81.66,2.5,69819.9996948242,6.99,5.55,7.14,88.15,147900.98,98116.46,1353692.53,2011
Italy,Europe_&_Central_Asia,High_income,2011,82.19,2.5,396690.002441406,8.77,4.12,8.36,95.7,1151902.59,581645.05,15798223.5,2011
Jamaica,Latin_America_&_Caribbean,Upper_middle_income,2011,74.01,9.9,7530.00020980835,5.24,6.27,12.7,38.16,73257.79,115723.27,532734.9,2011
Jordan,Middle_East_&_North_Africa,Upper_middle_income,2011,73.58,6.1,20760.0002288818,8.15,3.4,12.9,79.78,144564.32,262499.37,1002280.94,2011
Japan,East_Asia_&_Pacific,High_income,2011,82.59,2.5,1213520.01953125,10.49,3.61,4.55,77.78,3858529.87,2033074.43,30473949.56,2011
Kazakhstan,Europe_&_Central_Asia,Upper_middle_income,2011,68.69,2.6,245449.996948242,2.6,3.49,5.39,40.62,1051817.35,756544.34,4525787.33,2011
Kenya,Sub-Saharan_Africa,Lower_middle_income,2011,61.85,20.6,13029.9997329712,5.81,4.7,2.84,21.3,1114789.94,12528123.46,5394770.69,2011
Cambodia,East_Asia_&_Pacific,Lower_middle_income,2011,67.04,9.7,5360.0001335144,7.5,1.51,0.58,47.86,533101.56,2180968.84,2739470.54,2011
Kiribati,East_Asia_&_Pacific,Lower_middle_income,2011,66.07,3.5,50.0000007450581,8.58,12.97,2.1900000000000004,23.19,4653.82,18153.49,32622.41,2011
Kuwait,Middle_East_&_North_Africa,High_income,2011,74.55,2.5,83290.0009155273,2.33,3.42,2.04,100.0,61220.57,57053.23,405847.34,2011
Lebanon,Middle_East_&_North_Africa,Lower_middle_income,2011,78.51,4.2,21180.0003051758,8.18,1.65,7.39,13.22,97121.92,134459.48,960836.51,2011
Liberia,Sub-Saharan_Africa,Low_income,2011,60.15,35.7,850.000023841858,9.42,2.17,2.22,9.4,112472.09,1567236.35,590450.29,2011
Sri_Lanka,South_Asia,Lower_middle_income,2011,75.61,8.9,15420.0000762939,3.72,1.81,4.12,32.1,737535.61,682394.02,4003453.42,2011
Lesotho,Sub-Saharan_Africa,Lower_middle_income,2011,46.21,12.0,569.999992847443,9.56,8.17,26.24,30.57,166606.46,1215897.94,423405.45,2011
Lithuania,Europe_&_Central_Asia,High_income,2011,73.56,2.5,11850.0003814697,6.49,5.11,15.39,85.52,193389.14,55391.55,1013686.4,2011
Luxembourg,Europe_&_Central_Asia,High_income,2011,80.99,2.5,10899.9996185303,6.11,3.71,4.9,93.06,12270.12,5396.7,114455.55,2011
Latvia,Europe_&_Central_Asia,High_income,2011,73.58,2.5,7900.00009536743,5.54,5.07,16.21,63.79,104860.64,40755.31,718489.75,2011
Morocco,Middle_East_&_North_Africa,Lower_middle_income,2011,74.7,4.6,55939.998626709,5.73,5.3,8.91,36.46,1291123.13,2269661.31,6598830.91,2011
Moldova,Europe_&_Central_Asia,Upper_middle_income,2011,70.12,3.4,8340.00015258789,9.1,7.14,6.68,40.62,185370.38,128783.84,1195110.48,2011
Madagascar,Sub-Saharan_Africa,Low_income,2011,63.84,27.3,2190.00005722046,4.44,2.38,2.44,7.39,539357.48,7002948.1,3370290.96,2011
Mexico,Latin_America_&_Caribbean,Upper_middle_income,2011,75.01,4.7,478399.993896484,5.52,5.11,5.17,36.37,4477229.47,4323209.8,20646095.42,2011
North_Macedonia,Europe_&_Central_Asia,Upper_middle_income,2011,75.1,3.6,9520.00045776367,6.52,3.3,31.38,12.68,57338.09,34984.46,610370.43,2011
Mali,Sub-Saharan_Africa,Low_income,2011,55.7,4.2,3119.99988555908,4.01,3.75,6.9,13.56,631356.62,10277501.22,2666047.9,2011
Malta,Middle_East_&_North_Africa,High_income,2011,80.75,2.5,2569.9999332428,8.45,7.7,6.38,91.87,8854.52,5508.92,100342.54,2011
Myanmar,East_Asia_&_Pacific,Lower_middle_income,2011,63.98,7.8,8689.9995803833,1.93,0.85,0.77,61.02,2072410.32,8231646.17,11893863.57,2011
Mongolia,East_Asia_&_Pacific,Lower_middle_income,2011,67.82,14.1,15729.9995422363,3.59,4.61,4.77,42.88,174316.8,225564.87,707671.86,2011
Mozambique,Sub-Saharan_Africa,Low_income,2011,53.04,21.8,3349.99990463257,5.0,6.26,3.26,9.4,887184.64,14069832.25,3715014.37,2011
Mauritania,Sub-Saharan_Africa,Lower_middle_income,2011,62.8,8.3,2460.00003814697,2.47,2.33,9.86,21.3,105277.55,773874.33,453848.47,2011
Malawi,Sub-Saharan_Africa,Low_income,2011,57.16,13.7,930.000007152557,7.49,4.15,5.92,21.94,408466.55,6554340.48,2183126.5,2011
Malaysia,East_Asia_&_Pacific,Upper_middle_income,2011,74.68,3.3,202740.005493164,3.31,5.76,3.05,69.94,741774.17,1140127.71,4600436.42,2011
Niger,Sub-Saharan_Africa,Low_income,2011,58.08,28.5,1409.9999666214,4.87,3.08,0.32,12.38,606037.05,11255019.58,2455241.41,2011
Nicaragua,Latin_America_&_Caribbean,Lower_middle_income,2011,72.69,19.2,4769.99998092651,7.45,4.08,6.5,43.99,167642.36,255106.61,897868.16,2011
Netherlands,Europe_&_Central_Asia,High_income,2011,81.2,2.5,158770.004272461,10.23,5.46,4.98,97.47,314695.44,200710.84,3879731.91,2011
Norway,Europe_&_Central_Asia,High_income,2011,81.3,2.5,39599.9984741211,8.79,6.45,3.21,62.28,128326.17,58358.76,1127269.46,2011
Nepal,South_Asia,Lower_middle_income,2011,68.03,8.6,5199.99980926514,4.44,3.84,2.03,28.79,846442.97,3941513.66,4788783.14,2011
New_Zealand,East_Asia_&_Pacific,High_income,2011,80.9,2.5,30290.0009155273,9.52,6.94,6.49,80.53,159677.51,47376.17,905167.92,2011
Oman,Middle_East_&_North_Africa,High_income,2011,75.92,6.8,53619.9989318848,2.55,4.19,3.87,86.51,169658.34,92379.33,453876.4,2011
Pakistan,South_Asia,Lower_middle_income,2011,65.56,15.1,141699.996948242,2.34,2.22,0.8,32.1,5580436.7,53776234.0,34185086.94,2011
Panama,Latin_America_&_Caribbean,High_income,2011,76.99,9.1,9989.99977111816,6.59,3.16,2.38,62.86,127644.06,157962.31,567250.29,2011
Peru,Latin_America_&_Caribbean,Upper_middle_income,2011,74.7,7.7,48430.0003051758,4.53,2.66,3.48,31.72,893717.01,1790026.35,4461754.31,2011
Philippines,East_Asia_&_Pacific,Lower_middle_income,2011,69.98,12.4,82629.997253418,4.03,2.89,3.59,50.24,2895861.63,9449463.15,17660943.45,2011
Papua_New_Guinea,East_Asia_&_Pacific,Lower_middle_income,2011,62.32,25.0,5159.99984741211,2.29,1.92,2.62,47.86,356849.14,1853758.91,1589151.98,2011
Poland,Europe_&_Central_Asia,High_income,2011,76.7,2.5,310589.996337891,6.24,4.82,9.63,86.37,1558840.13,557907.22,10371410.11,2011
Portugal,Europe_&_Central_Asia,High_income,2011,80.47,2.5,49869.9989318848,9.73,5.12,12.68,68.95,241678.63,200179.39,2860300.17,2011
Paraguay,Latin_America_&_Caribbean,Upper_middle_income,2011,72.86,7.2,5219.99979019165,5.83,3.36,4.67,53.5,209504.19,305293.33,1007985.99,2011
Qatar,Middle_East_&_North_Africa,High_income,2011,79.26,2.7,68190.0024414063,1.6,4.01,0.56,79.8,72932.38,25612.92,220818.11,2011
Romania,Europe_&_Central_Asia,High_income,2011,74.41,2.5,84059.9975585938,4.7,3.06,7.18,64.31,767919.54,458820.19,6353018.64,2011
Rwanda,Sub-Saharan_Africa,Low_income,2011,64.52,34.3,680.000007152557,7.9,4.39,1.1,9.4,432341.51,2717789.79,1510703.76,2011
Saudi_Arabia,Middle_East_&_North_Africa,High_income,2011,74.09,5.4,463769.989013672,3.71,7.09,5.77,48.19,1737728.15,704145.48,4303808.3,2011
Sudan,Sub-Saharan_Africa,Low_income,2011,63.17,15.5,15920.0000762939,5.62,1.43,17.44,9.4,1626500.66,6504760.09,6408379.06,2011
Senegal,Sub-Saharan_Africa,Lower_middle_income,2011,64.9,11.5,7570.00017166138,4.21,4.9,10.36,18.32,303726.52,3621193.52,1878086.5,2011
Singapore,East_Asia_&_Pacific,High_income,2011,81.74,2.5,44770.0004577637,3.16,3.03,3.89,100.0,86545.47,73235.74,732877.83,2011
Solomon_Islands,East_Asia_&_Pacific,Lower_middle_income,2011,70.98,14.7,349.999994039536,6.02,8.13,1.3,47.86,35854.57,101426.83,154455.51,2011
Sierra_Leone,Sub-Saharan_Africa,Low_income,2011,50.23,24.4,740.000009536743,13.28,2.67,4.29,11.65,269043.49,3819282.92,1202219.09,2011
El_Salvador,Latin_America_&_Caribbean,Lower_middle_income,2011,71.45,10.7,6780.00020980835,8.14,3.9,4.3,43.99,362842.74,255827.64,1073670.73,2011
Serbia,Europe_&_Central_Asia,Upper_middle_income,2011,74.54,2.6,51229.9995422363,9.11,4.24,22.97,19.39,292953.57,136233.92,2951693.11,2011
Sao_Tome_and_Principe,Sub-Saharan_Africa,Lower_middle_income,2011,67.89,13.5,100.000001490116,6.76,8.89,14.11,24.6,3659.3,23856.95,27821.03,2011
Suriname,Latin_America_&_Caribbean,Upper_middle_income,2011,70.68,7.4,1950.00004768372,4.72,5.53,7.54,28.2,23854.6,39243.92,113579.96,2011
Slovenia,Europe_&_Central_Asia,High_income,2011,79.97,2.5,15699.9998092651,8.54,5.54,8.17,50.17,90831.5,22613.32,496305.7,2011
Sweden,Europe_&_Central_Asia,High_income,2011,81.8,2.5,44580.0018310547,10.42,6.37,7.8,94.02,232986.64,97848.99,2280580.66,2011
Eswatini,Sub-Saharan_Africa,Lower_middle_income,2011,48.14,19.3,660.000026226044,8.47,6.86,25.81,21.3,71381.46,606333.78,199356.74,2011
Chad,Sub-Saharan_Africa,Low_income,2011,51.42,26.0,1100.00002384186,3.91,2.26,1.0,8.97,508571.08,8347816.19,1960084.81,2011
Togo,Sub-Saharan_Africa,Low_income,2011,58.09,19.4,2519.99998092651,4.55,4.31,1.98,7.55,233789.42,2681025.22,995472.41,2011
Thailand,East_Asia_&_Pacific,Upper_middle_income,2011,74.59,9.0,233600.006103516,3.57,4.81,0.66,22.91,2788362.99,2625710.21,13235877.17,2011
Tajikistan,Europe_&_Central_Asia,Lower_middle_income,2011,69.06,2.5,2559.99994277954,5.86,3.94,10.24,51.39,230840.14,826442.4,1415154.12,2011
Turkmenistan,Europe_&_Central_Asia,Upper_middle_income,2011,66.93,4.3,65449.9969482422,4.9,3.08,4.09,40.62,139354.25,384934.83,1008862.69,2011
Tonga,East_Asia_&_Pacific,Upper_middle_income,2011,70.15,4.0,109.999999403954,4.0,4.32,1.79,36.34,2249.58,6110.11,19765.3,2011
Trinidad_and_Tobago,Latin_America_&_Caribbean,High_income,2011,72.17,7.2,22260.0002288818,4.72,4.3,3.43,62.86,59140.82,50196.49,314475.4,2011
Tunisia,Middle_East_&_North_Africa,Lower_middle_income,2011,75.21,3.2,26340.0001525879,6.43,7.55,18.33,68.55,329072.39,330419.67,2047029.96,2011
Tanzania,Sub-Saharan_Africa,Lower_middle_income,2011,59.52,24.2,8189.9995803833,5.06,3.56,3.47,17.98,1361380.27,17588670.86,7262892.15,2011
Uganda,Sub-Saharan_Africa,Low_income,2011,58.09,28.5,3740.00000953674,6.7,2.3,3.51,9.4,970478.21,14571706.19,4406339.42,2011
Ukraine,Europe_&_Central_Asia,Lower_middle_income,2011,70.81,2.5,283339.996337891,6.82,5.94,7.85,54.2,2239060.68,1394747.14,16558788.61,2011
Uruguay,Latin_America_&_Caribbean,High_income,2011,76.88,2.5,7610.0001335144,7.95,4.36,6.31,62.86,136370.79,83963.24,825602.5,2011
United_States,North_America,High_income,2011,78.64,2.5,5173600.09765625,16.2,4.93,8.95,98.18,9275729.97,4845739.01,82659770.15,2011
Uzbekistan,Europe_&_Central_Asia,Lower_middle_income,2011,69.91,2.5,128630.004882813,5.14,6.2,5.0,51.39,1023657.31,2432981.62,6141571.02,2011
Vietnam,East_Asia_&_Pacific,Lower_middle_income,2011,74.9,9.8,155970.001220703,4.61,4.81,1.0,47.86,3157833.63,4303663.95,16367289.36,2011
Vanuatu,East_Asia_&_Pacific,Lower_middle_income,2011,69.27,6.9,129.999995231628,3.6,5.6,1.81,47.86,11241.17,27590.95,56563.87,2011
Samoa,East_Asia_&_Pacific,Lower_middle_income,2011,71.91,4.1,200.000002980232,5.44,6.61,5.68,48.13,6202.06,8637.94,39343.92,2011
Zambia,Sub-Saharan_Africa,Low_income,2011,57.13,28.5,3049.99995231628,3.46,3.8,10.55,9.4,468173.45,6091832.77,2153563.55,2011
Zimbabwe,Sub-Saharan_Africa,Lower_middle_income,2011,52.9,12.4,11409.9998474121,8.08,5.82,5.37,28.35,535671.86,6198229.83,2047951.44,2011
Angola,Sub-Saharan_Africa,Lower_middle_income,2012,57.24,15.1,23870.0008392334,2.4,3.08,7.35,21.3,1245939.46,8866604.66,3590872.46,2012
Albania,Europe_&_Central_Asia,Upper_middle_income,2012,77.25,5.1,4360.0001335144,5.06,2.93,13.38,45.15,80941.92,64252.13,578042.75,2012
United_Arab_Emirates,Middle_East_&_North_Africa,High_income,2012,76.71,7.9,175589.996337891,3.43,3.87,2.18,85.76,375908.59,117610.75,1205051.19,2012
Argentina,Latin_America_&_Caribbean,Upper_middle_income,2012,75.6,2.8,177960.006713867,9.83,5.35,7.22,50.4,1443818.05,1471872.18,8820699.0,2012
Armenia,Europe_&_Central_Asia,Upper_middle_income,2012,73.82,3.2,5719.99979019165,9.13,2.77,17.3,56.93,87241.65,83418.32,784451.29,2012
Antigua_and_Barbuda,Latin_America_&_Caribbean,High_income,2012,76.09,4.4,699.999988079071,5.48,2.58,7.41,62.86,2179.43,2500.19,17329.92,2012
Australia,East_Asia_&_Pacific,High_income,2012,82.05,2.5,386970.001220703,8.68,4.87,5.22,66.52,665745.89,206754.22,4660903.82,2012
Austria,Europe_&_Central_Asia,High_income,2012,80.94,2.5,65110.0006103516,10.2,5.48,4.87,99.64,222823.18,71933.91,2157893.31,2012
Azerbaijan,Europe_&_Central_Asia,Upper_middle_income,2012,71.51,2.5,30110.0006103516,2.96,2.07,5.19,24.78,239277.56,662588.92,2216053.68,2012
Burundi,Sub-Saharan_Africa,Low_income,2012,58.57,28.5,370.000004768372,8.53,6.17,1.59,9.4,477647.14,3962425.4,1424818.01,2012
Belgium,Europe_&_Central_Asia,High_income,2012,80.39,2.5,95269.9966430664,10.51,6.44,7.54,81.77,387926.91,166922.52,2783281.6,2012
Benin,Sub-Saharan_Africa,Lower_middle_income,2012,59.84,7.6,4440.00005722046,3.41,3.56,2.47,21.3,379641.63,4431124.17,1640358.13,2012
Burkina_Faso,Sub-Saharan_Africa,Low_income,2012,58.37,12.2,2940.00005722046,4.6,3.6,3.91,9.4,735556.78,9914060.44,3235972.27,2012
Bangladesh,South_Asia,Lower_middle_income,2012,70.61,15.3,57990.0016784668,2.75,2.18,4.12,30.53,3592971.18,16307103.64,24339817.55,2012
Bulgaria,Europe_&_Central_Asia,Upper_middle_income,2012,74.31,3.7,45020.0004577637,7.58,3.48,12.27,56.76,279352.94,130210.12,2894311.31,2012
Bahrain,Middle_East_&_North_Africa,High_income,2012,76.34,2.7,27170.0000762939,4.11,2.65,1.2,82.74,28933.98,19066.12,188078.35,2012
Belarus,Europe_&_Central_Asia,Upper_middle_income,2012,71.97,2.5,59939.998626709,5.25,4.96,6.05,78.43,589536.13,181143.47,3230403.5,2012
Belize,Latin_America_&_Caribbean,Upper_middle_income,2012,73.04,6.8,670.000016689301,5.47,6.61,8.31,38.16,16515.11,18923.72,52399.97,2012
Bolivia,Latin_America_&_Caribbean,Lower_middle_income,2012,69.01,16.7,17420.0000762939,5.25,7.9,2.07,41.44,388682.16,1199665.22,1960091.85,2012
Brazil,Latin_America_&_Caribbean,Upper_middle_income,2012,74.21,3.0,454230.010986328,7.74,5.86,7.19,41.15,9996262.81,10710305.65,42430117.33,2012
Barbados,Latin_America_&_Caribbean,High_income,2012,78.55,4.4,2119.99988555908,7.78,5.26,11.59,62.86,6757.48,9468.91,70950.09,2012
Bhutan,South_Asia,Lower_middle_income,2012,69.26,14.4,639.999985694885,3.62,5.98,2.05,64.0,21146.84,85062.61,123402.57,2012
Central_African_Republic,Sub-Saharan_Africa,Low_income,2012,48.64,33.0,200.000002980232,3.94,1.98,5.55,16.42,368406.98,3538256.66,930466.58,2012
Canada,North_America,High_income,2012,81.65,2.5,546210.021972656,10.51,4.9,7.29,81.64,857974.4,413596.43,7543640.66,2012
Switzerland,Europe_&_Central_Asia,High_income,2012,82.7,2.5,42520.0004577637,10.25,4.86,4.48,99.62,215261.55,79646.41,1839644.57,2012
Chile,Latin_America_&_Caribbean,High_income,2012,79.18,3.1,78410.0036621094,7.02,4.12,6.66,66.16,503015.03,300146.24,3296844.44,2012
China,East_Asia_&_Pacific,Upper_middle_income,2012,75.01,2.5,9541870.1171875,4.57,4.08,4.57,41.86,38861111.88,25662831.22,297330095.4,2012
Cote_d'Ivoire,Sub-Saharan_Africa,Lower_middle_income,2012,54.27,10.0,8039.99996185303,4.43,3.43,7.22,21.3,748659.4,10592375.49,3339845.49,2012
Cameroon,Sub-Saharan_Africa,Lower_middle_income,2012,56.07,5.2,6880.00011444092,4.07,2.6,3.82,21.3,847966.27,10257029.46,3654241.25,2012
Colombia,Latin_America_&_Caribbean,Upper_middle_income,2012,75.88,10.7,69699.9969482422,6.75,4.37,9.74,17.1,2176554.62,1570657.61,7161912.66,2012
Comoros,Sub-Saharan_Africa,Lower_middle_income,2012,62.6,12.4,159.999996423721,5.17,2.75,7.41,21.3,19781.55,160099.48,102471.25,2012
Costa_Rica,Latin_America_&_Caribbean,Upper_middle_income,2012,79.07,5.0,7449.99980926514,7.79,6.58,9.78,33.83,128123.97,92145.71,725058.26,2012
Cuba,Latin_America_&_Caribbean,Upper_middle_income,2012,78.45,2.5,28690.0005340576,9.3,10.41,3.46,37.64,322404.65,243429.23,2612485.71,2012
Cyprus,Europe_&_Central_Asia,High_income,2012,79.81,2.5,7099.99990463257,6.55,6.33,11.8,76.64,25532.45,10669.63,235738.5,2012
Germany,Europe_&_Central_Asia,High_income,2012,80.54,2.5,760130.004882813,10.85,4.96,5.38,96.64,1844242.6,931912.11,23010048.9,2012
Djibouti,Middle_East_&_North_Africa,Lower_middle_income,2012,61.4,19.8,500.0,3.3,8.04,26.78,31.39,33108.65,297986.16,148481.11,2012
Denmark,Europe_&_Central_Asia,High_income,2012,80.05,2.5,38220.0012207031,10.24,7.24,7.8,89.07,114101.92,72074.12,1436730.83,2012
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2012,72.52,9.8,21680.0003051758,5.89,2.5,6.72,38.16,437914.51,843512.14,1810507.27,2012
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2012,75.44,3.2,134929.992675781,6.0,5.95,10.97,19.45,1230346.36,1822766.32,6466706.55,2012
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2012,75.5,8.8,37090.0001525879,6.76,4.64,3.23,41.31,751515.27,747123.95,2618242.92,2012
Eritrea,Sub-Saharan_Africa,Low_income,2012,63.24,28.5,620.000004768372,3.78,3.34,5.53,9.4,264527.12,1768767.88,858230.98,2012
Spain,Europe_&_Central_Asia,High_income,2012,82.43,2.5,269269.989013672,9.16,4.47,24.79,94.91,917083.33,523150.17,10912937.74,2012
Estonia,Europe_&_Central_Asia,High_income,2012,76.33,2.5,16889.9993896484,5.79,4.72,10.02,92.73,52793.3,19851.54,399489.03,2012
Ethiopia,Sub-Saharan_Africa,Low_income,2012,63.28,19.4,8479.99954223633,4.54,5.57,2.29,5.01,2822539.39,28896006.08,11433835.45,2012
Finland,Europe_&_Central_Asia,High_income,2012,80.63,2.5,49409.9998474121,9.59,7.15,7.69,83.07,191037.89,39019.09,1395633.34,2012
Fiji,East_Asia_&_Pacific,Upper_middle_income,2012,66.86,6.5,1029.99997138977,3.27,4.72,4.42,34.89,26436.51,54322.0,234364.94,2012
France,Europe_&_Central_Asia,High_income,2012,81.97,2.5,338420.013427734,11.3,5.43,9.4,78.84,1938548.1,760694.86,14667303.24,2012
United_Kingdom,Europe_&_Central_Asia,High_income,2012,80.9,2.5,467779.998779297,9.91,5.05,7.88,97.98,1194374.99,989259.98,16183374.25,2012
Georgia,Europe_&_Central_Asia,Upper_middle_income,2012,72.1,7.8,7190.00005722046,8.05,1.91,19.65,39.41,149763.54,123804.5,1294070.7,2012
Ghana,Sub-Saharan_Africa,Lower_middle_income,2012,61.72,6.4,14609.9996566772,4.03,7.92,5.91,9.59,767848.3,7806557.59,4227053.48,2012
Guinea,Sub-Saharan_Africa,Low_income,2012,57.9,28.5,2480.00001907349,3.5,1.83,4.82,9.4,435784.0,5384691.48,1937105.34,2012
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2012,55.64,28.5,250.0,5.94,2.0,5.87,8.21,81631.67,675923.63,293668.01,2012
Greece,Europe_&_Central_Asia,High_income,2012,80.63,2.5,80089.9963378906,8.92,3.54,24.44,85.38,244149.73,116868.0,2974577.96,2012
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2012,72.67,7.3,409.999996423721,5.82,3.74,6.94,38.16,3068.83,4028.51,23783.47,2012
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2012,72.24,16.8,12149.9996185303,6.07,3.01,2.76,38.16,842754.53,1318676.37,2520554.45,2012
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2012,68.58,8.0,2000.0,3.71,2.24,12.34,38.16,49741.75,72925.31,185105.01,2012
Honduras,Latin_America_&_Caribbean,Lower_middle_income,2012,73.81,13.4,9239.99977111816,8.66,6.06,3.75,46.58,645658.46,470908.63,1452404.13,2012
Croatia,Europe_&_Central_Asia,High_income,2012,76.92,2.5,17409.9998474121,7.78,3.94,15.93,78.11,164765.12,46630.16,1295921.42,2012
Haiti,Latin_America_&_Caribbean,Lower_middle_income,2012,61.26,44.7,2420.00007629395,5.56,1.63,14.1,43.99,768462.68,2576791.88,2505378.33,2012
Hungary,Europe_&_Central_Asia,High_income,2012,75.06,2.5,43430.0003051758,7.43,4.14,11.0,78.92,365265.67,122047.51,3308366.13,2012
Indonesia,East_Asia_&_Pacific,Lower_middle_income,2012,69.87,9.3,481510.009765625,2.91,3.41,4.47,47.86,5497924.19,20938460.11,50358807.37,2012
India,South_Asia,Lower_middle_income,2012,67.54,14.9,1909439.94140625,3.33,3.87,5.41,29.49,55112092.7,195404051.7,238189861.2,2012
Ireland,Europe_&_Central_Asia,High_income,2012,80.85,2.5,37130.0010681152,10.65,5.75,15.45,73.63,95395.11,48069.41,969229.42,2012
Iraq,Middle_East_&_North_Africa,Upper_middle_income,2012,69.15,16.6,129000.0,2.69,4.6,7.96,39.23,2417376.67,2052392.57,5736364.41,2012
Iceland,Europe_&_Central_Asia,High_income,2012,82.92,2.5,1860.00001430511,8.18,7.58,6.0,67.01,6308.69,3168.51,61482.98,2012
Israel,Middle_East_&_North_Africa,High_income,2012,81.7,2.5,76059.9975585938,7.12,5.67,6.86,88.91,145453.06,99669.31,1371985.47,2012
